nuts2;year;edu_index;edu_index_im
AT11;2009;0.763;0.763
AT11;2010;0.779;0.779
AT11;2011;0.779;0.779
AT11;2012;0.779;0.779
AT11;2013;0.777;0.777
AT11;2014;0.795;0.795
AT11;2015;0.812;0.812
AT11;2016;0.811;0.811
AT11;2017;0.816;0.816
AT11;2018;0.817;0.817
AT11;2019;0.813;0.813
AT11;2020;NA;0.830280147
AT12;2009;0.752;0.752
AT12;2010;0.77;0.77
AT12;2011;0.767;0.767
AT12;2012;0.768;0.768
AT12;2013;0.764;0.764
AT12;2014;0.787;0.787
AT12;2015;0.799;0.799
AT12;2016;0.799;0.799
AT12;2017;0.805;0.805
AT12;2018;0.807;0.807
AT12;2019;0.8;0.8
AT12;2020;NA;0.811267597
AT13;2009;0.901;0.901
AT13;2010;0.907;0.907
AT13;2011;0.905;0.905
AT13;2012;0.905;0.905
AT13;2013;0.913;0.913
AT13;2014;0.928;0.928
AT13;2015;0.933;0.933
AT13;2016;0.933;0.933
AT13;2017;0.936;0.936
AT13;2018;0.935;0.935
AT13;2019;0.93;0.93
AT13;2020;NA;0.947668653
AT21;2009;0.802;0.802
AT21;2010;0.819;0.819
AT21;2011;0.819;0.819
AT21;2012;0.822;0.822
AT21;2013;0.815;0.815
AT21;2014;0.837;0.837
AT21;2015;0.842;0.842
AT21;2016;0.847;0.847
AT21;2017;0.847;0.847
AT21;2018;0.849;0.849
AT21;2019;0.841;0.841
AT21;2020;NA;0.865126082
AT22;2009;0.82;0.82
AT22;2010;0.837;0.837
AT22;2011;0.841;0.841
AT22;2012;0.844;0.844
AT22;2013;0.836;0.836
AT22;2014;0.851;0.851
AT22;2015;0.862;0.862
AT22;2016;0.864;0.864
AT22;2017;0.866;0.866
AT22;2018;0.868;0.868
AT22;2019;0.867;0.867
AT22;2020;NA;0.87735675
AT31;2009;0.783;0.783
AT31;2010;0.804;0.804
AT31;2011;0.804;0.804
AT31;2012;0.807;0.807
AT31;2013;0.801;0.801
AT31;2014;0.818;0.818
AT31;2015;0.827;0.827
AT31;2016;0.833;0.833
AT31;2017;0.834;0.834
AT31;2018;0.832;0.832
AT31;2019;0.834;0.834
AT31;2020;NA;0.84831978
AT32;2009;0.838;0.838
AT32;2010;0.858;0.858
AT32;2011;0.859;0.859
AT32;2012;0.862;0.862
AT32;2013;0.857;0.857
AT32;2014;0.869;0.869
AT32;2015;0.88;0.88
AT32;2016;0.885;0.885
AT32;2017;0.884;0.884
AT32;2018;0.883;0.883
AT32;2019;0.879;0.879
AT32;2020;NA;0.891778274
AT33;2009;0.826;0.826
AT33;2010;0.846;0.846
AT33;2011;0.849;0.849
AT33;2012;0.853;0.853
AT33;2013;0.846;0.846
AT33;2014;0.861;0.861
AT33;2015;0.868;0.868
AT33;2016;0.875;0.875
AT33;2017;0.879;0.879
AT33;2018;0.88;0.88
AT33;2019;0.874;0.874
AT33;2020;NA;0.890675015
AT34;2009;0.763;0.763
AT34;2010;0.778;0.778
AT34;2011;0.78;0.78
AT34;2012;0.786;0.786
AT34;2013;0.782;0.782
AT34;2014;0.795;0.795
AT34;2015;0.806;0.806
AT34;2016;0.806;0.806
AT34;2017;0.809;0.809
AT34;2018;0.807;0.807
AT34;2019;0.804;0.804
AT34;2020;NA;0.812999317
BE10;2009;0.883;0.883
BE10;2010;0.879;0.879
BE10;2011;0.882;0.882
BE10;2012;0.882;0.882
BE10;2013;0.885;0.885
BE10;2014;0.888;0.888
BE10;2015;0.896;0.896
BE10;2016;0.9;0.9
BE10;2017;0.906;0.906
BE10;2018;0.906;0.906
BE10;2019;0.907;0.907
BE10;2020;NA;0.913666568
BE21;2009;0.87;0.87
BE21;2010;0.873;0.873
BE21;2011;0.873;0.873
BE21;2012;0.876;0.876
BE21;2013;0.881;0.881
BE21;2014;0.888;0.888
BE21;2015;0.894;0.894
BE21;2016;0.89;0.89
BE21;2017;0.898;0.898
BE21;2018;0.9;0.9
BE21;2019;0.903;0.903
BE21;2020;NA;0.910465434
BE22;2009;0.861;0.861
BE22;2010;0.86;0.86
BE22;2011;0.864;0.864
BE22;2012;0.865;0.865
BE22;2013;0.869;0.869
BE22;2014;0.875;0.875
BE22;2015;0.883;0.883
BE22;2016;0.886;0.886
BE22;2017;0.893;0.893
BE22;2018;0.894;0.894
BE22;2019;0.898;0.898
BE22;2020;NA;0.904853315
BE23;2009;0.872;0.872
BE23;2010;0.87;0.87
BE23;2011;0.876;0.876
BE23;2012;0.873;0.873
BE23;2013;0.885;0.885
BE23;2014;0.884;0.884
BE23;2015;0.892;0.892
BE23;2016;0.898;0.898
BE23;2017;0.906;0.906
BE23;2018;0.907;0.907
BE23;2019;0.908;0.908
BE23;2020;NA;0.919986019
BE24;2009;0.888;0.888
BE24;2010;0.888;0.888
BE24;2011;0.888;0.888
BE24;2012;0.892;0.892
BE24;2013;0.903;0.903
BE24;2014;0.905;0.905
BE24;2015;0.91;0.91
BE24;2016;0.918;0.918
BE24;2017;0.926;0.926
BE24;2018;0.907;0.907
BE24;2019;0.912;0.912
BE24;2020;NA;0.927520441
BE25;2009;0.861;0.861
BE25;2010;0.863;0.863
BE25;2011;0.87;0.87
BE25;2012;0.869;0.869
BE25;2013;0.877;0.877
BE25;2014;0.877;0.877
BE25;2015;0.884;0.884
BE25;2016;0.891;0.891
BE25;2017;0.896;0.896
BE25;2018;0.896;0.896
BE25;2019;0.901;0.901
BE25;2020;NA;0.902811247
BE31;2009;0.838;0.838
BE31;2010;0.839;0.839
BE31;2011;0.855;0.855
BE31;2012;0.848;0.848
BE31;2013;0.858;0.858
BE31;2014;0.872;0.872
BE31;2015;0.884;0.884
BE31;2016;0.877;0.877
BE31;2017;0.881;0.881
BE31;2018;0.906;0.906
BE31;2019;0.904;0.904
BE31;2020;NA;0.916596212
BE32;2009;0.844;0.844
BE32;2010;0.852;0.852
BE32;2011;0.851;0.851
BE32;2012;0.853;0.853
BE32;2013;0.862;0.862
BE32;2014;0.864;0.864
BE32;2015;0.867;0.867
BE32;2016;0.875;0.875
BE32;2017;0.878;0.878
BE32;2018;0.879;0.879
BE32;2019;0.883;0.883
BE32;2020;NA;0.889773485
BE33;2009;0.83;0.83
BE33;2010;0.83;0.83
BE33;2011;0.836;0.836
BE33;2012;0.837;0.837
BE33;2013;0.848;0.848
BE33;2014;0.861;0.861
BE33;2015;0.87;0.87
BE33;2016;0.872;0.872
BE33;2017;0.871;0.871
BE33;2018;0.886;0.886
BE33;2019;0.894;0.894
BE33;2020;NA;0.903018717
BE34;2009;0.847;0.847
BE34;2010;0.847;0.847
BE34;2011;0.849;0.849
BE34;2012;0.858;0.858
BE34;2013;0.86;0.86
BE34;2014;0.881;0.881
BE34;2015;0.89;0.89
BE34;2016;0.889;0.889
BE34;2017;0.89;0.89
BE34;2018;0.899;0.899
BE34;2019;0.905;0.905
BE34;2020;NA;0.919416438
BE35;2009;0.868;0.868
BE35;2010;0.868;0.868
BE35;2011;0.87;0.87
BE35;2012;0.874;0.874
BE35;2013;0.876;0.876
BE35;2014;0.883;0.883
BE35;2015;0.889;0.889
BE35;2016;0.891;0.891
BE35;2017;0.901;0.901
BE35;2018;0.898;0.898
BE35;2019;0.897;0.897
BE35;2020;NA;0.903891142
BG31;2009;0.692;0.692
BG31;2010;0.701;0.701
BG31;2011;0.705;0.705
BG31;2012;0.708;0.708
BG31;2013;0.72;0.72
BG31;2014;0.727;0.727
BG31;2015;0.732;0.732
BG31;2016;0.725;0.725
BG31;2017;0.722;0.722
BG31;2018;0.719;0.719
BG31;2019;0.715;0.715
BG31;2020;NA;0.732068885
BG32;2009;0.761;0.761
BG32;2010;0.767;0.767
BG32;2011;0.774;0.774
BG32;2012;0.779;0.779
BG32;2013;0.793;0.793
BG32;2014;0.799;0.799
BG32;2015;0.807;0.807
BG32;2016;0.795;0.795
BG32;2017;0.783;0.783
BG32;2018;0.773;0.773
BG32;2019;0.77;0.77
BG32;2020;NA;0.781925201
BG33;2009;0.748;0.748
BG33;2010;0.757;0.757
BG33;2011;0.763;0.763
BG33;2012;0.766;0.766
BG33;2013;0.783;0.783
BG33;2014;0.787;0.787
BG33;2015;0.786;0.786
BG33;2016;0.775;0.775
BG33;2017;0.767;0.767
BG33;2018;0.757;0.757
BG33;2019;0.75;0.75
BG33;2020;NA;0.774894733
BG34;2009;0.69;0.69
BG34;2010;0.699;0.699
BG34;2011;0.707;0.707
BG34;2012;0.711;0.711
BG34;2013;0.723;0.723
BG34;2014;0.729;0.729
BG34;2015;0.732;0.732
BG34;2016;0.727;0.727
BG34;2017;0.721;0.721
BG34;2018;0.713;0.713
BG34;2019;0.711;0.711
BG34;2020;NA;0.75175209
BG41;2009;0.816;0.816
BG41;2010;0.825;0.825
BG41;2011;0.83;0.83
BG41;2012;0.833;0.833
BG41;2013;0.848;0.848
BG41;2014;0.861;0.861
BG41;2015;0.866;0.866
BG41;2016;0.867;0.867
BG41;2017;0.864;0.864
BG41;2018;0.862;0.862
BG41;2019;0.867;0.867
BG41;2020;NA;0.882895078
BG42;2009;0.721;0.721
BG42;2010;0.731;0.731
BG42;2011;0.736;0.736
BG42;2012;0.739;0.739
BG42;2013;0.753;0.753
BG42;2014;0.76;0.76
BG42;2015;0.766;0.766
BG42;2016;0.759;0.759
BG42;2017;0.757;0.757
BG42;2018;0.75;0.75
BG42;2019;0.752;0.752
BG42;2020;NA;0.765960076
CH01;2009;0.89;0.89
CH01;2010;0.895;0.895
CH01;2011;0.899;0.899
CH01;2012;0.903;0.903
CH01;2013;0.902;0.902
CH01;2014;0.887;0.887
CH01;2015;0.899;0.899
CH01;2016;0.891;0.891
CH01;2017;0.898;0.898
CH01;2018;0.912;0.912
CH01;2019;0.911;0.911
CH01;2020;NA;0.901427406
CH02;2009;0.857;0.857
CH02;2010;0.865;0.865
CH02;2011;0.866;0.866
CH02;2012;0.873;0.873
CH02;2013;0.875;0.875
CH02;2014;0.862;0.862
CH02;2015;0.875;0.875
CH02;2016;0.869;0.869
CH02;2017;0.871;0.871
CH02;2018;0.882;0.882
CH02;2019;0.882;0.882
CH02;2020;NA;0.876205098
CH03;2009;0.853;0.853
CH03;2010;0.858;0.858
CH03;2011;0.859;0.859
CH03;2012;0.866;0.866
CH03;2013;0.873;0.873
CH03;2014;0.857;0.857
CH03;2015;0.867;0.867
CH03;2016;0.865;0.865
CH03;2017;0.866;0.866
CH03;2018;0.879;0.879
CH03;2019;0.88;0.88
CH03;2020;NA;0.882902126
CH04;2009;0.924;0.924
CH04;2010;0.929;0.929
CH04;2011;0.935;0.935
CH04;2012;0.943;0.943
CH04;2013;0.946;0.946
CH04;2014;0.932;0.932
CH04;2015;0.944;0.944
CH04;2016;0.944;0.944
CH04;2017;0.944;0.944
CH04;2018;0.958;0.958
CH04;2019;0.96;0.96
CH04;2020;NA;0.955590322
CH05;2009;0.832;0.832
CH05;2010;0.837;0.837
CH05;2011;0.839;0.839
CH05;2012;0.844;0.844
CH05;2013;0.846;0.846
CH05;2014;0.834;0.834
CH05;2015;0.845;0.845
CH05;2016;0.843;0.843
CH05;2017;0.845;0.845
CH05;2018;0.859;0.859
CH05;2019;0.859;0.859
CH05;2020;NA;0.855121501
CH06;2009;0.85;0.85
CH06;2010;0.851;0.851
CH06;2011;0.853;0.853
CH06;2012;0.86;0.86
CH06;2013;0.864;0.864
CH06;2014;0.849;0.849
CH06;2015;0.859;0.859
CH06;2016;0.862;0.862
CH06;2017;0.863;0.863
CH06;2018;0.873;0.873
CH06;2019;0.87;0.87
CH06;2020;NA;0.87214881
CH07;2009;0.845;0.845
CH07;2010;0.848;0.848
CH07;2011;0.852;0.852
CH07;2012;0.858;0.858
CH07;2013;0.861;0.861
CH07;2014;0.853;0.853
CH07;2015;0.87;0.87
CH07;2016;0.863;0.863
CH07;2017;0.867;0.867
CH07;2018;0.88;0.88
CH07;2019;0.877;0.877
CH07;2020;NA;0.876695174
CY00;2009;0.851306736;0.851306736
CY00;2010;0.861940275;0.861940275
CY00;2011;0.878471335;0.878471335
CY00;2012;0.879869498;0.879869498
CY00;2013;0.87881103;0.87881103
CY00;2014;0.881733956;0.881733956
CY00;2015;0.886137629;0.886137629
CY00;2016;0.892246657;0.892246657
CY00;2017;0.897486975;0.897486975
CY00;2018;0.90437117;0.90437117
CY00;2019;0.90471053;0.90471053
CY00;2020;NA;0.908379863
CZ01;2009;0.941;0.941
CZ01;2010;0.95;0.95
CZ01;2011;0.956;0.956
CZ01;2012;0.95;0.95
CZ01;2013;0.956;0.956
CZ01;2014;0.965;0.965
CZ01;2015;0.96;0.96
CZ01;2016;0.96;0.96
CZ01;2017;0.966;0.966
CZ01;2018;0.966;0.966
CZ01;2019;0.965;0.965
CZ01;2020;NA;0.977119863
CZ02;2009;0.748;0.748
CZ02;2010;0.756;0.756
CZ02;2011;0.761;0.761
CZ02;2012;0.759;0.759
CZ02;2013;0.777;0.777
CZ02;2014;0.786;0.786
CZ02;2015;0.785;0.785
CZ02;2016;0.779;0.779
CZ02;2017;0.779;0.779
CZ02;2018;0.78;0.78
CZ02;2019;0.78;0.78
CZ02;2020;NA;0.794424114
CZ03;2009;0.839;0.839
CZ03;2010;0.846;0.846
CZ03;2011;0.851;0.851
CZ03;2012;0.85;0.85
CZ03;2013;0.87;0.87
CZ03;2014;0.875;0.875
CZ03;2015;0.877;0.877
CZ03;2016;0.874;0.874
CZ03;2017;0.874;0.874
CZ03;2018;0.872;0.872
CZ03;2019;0.873;0.873
CZ03;2020;NA;0.883831976
CZ04;2009;0.777;0.777
CZ04;2010;0.785;0.785
CZ04;2011;0.79;0.79
CZ04;2012;0.788;0.788
CZ04;2013;0.806;0.806
CZ04;2014;0.816;0.816
CZ04;2015;0.814;0.814
CZ04;2016;0.809;0.809
CZ04;2017;0.805;0.805
CZ04;2018;0.802;0.802
CZ04;2019;0.803;0.803
CZ04;2020;NA;0.821559741
CZ05;2009;0.817;0.817
CZ05;2010;0.825;0.825
CZ05;2011;0.83;0.83
CZ05;2012;0.825;0.825
CZ05;2013;0.846;0.846
CZ05;2014;0.855;0.855
CZ05;2015;0.857;0.857
CZ05;2016;0.851;0.851
CZ05;2017;0.852;0.852
CZ05;2018;0.852;0.852
CZ05;2019;0.852;0.852
CZ05;2020;NA;0.869218856
CZ06;2009;0.881;0.881
CZ06;2010;0.889;0.889
CZ06;2011;0.896;0.896
CZ06;2012;0.894;0.894
CZ06;2013;0.916;0.916
CZ06;2014;0.924;0.924
CZ06;2015;0.928;0.928
CZ06;2016;0.927;0.927
CZ06;2017;0.927;0.927
CZ06;2018;0.927;0.927
CZ06;2019;0.928;0.928
CZ06;2020;NA;0.944053682
CZ07;2009;0.832;0.832
CZ07;2010;0.839;0.839
CZ07;2011;0.846;0.846
CZ07;2012;0.841;0.841
CZ07;2013;0.86;0.86
CZ07;2014;0.872;0.872
CZ07;2015;0.88;0.88
CZ07;2016;0.875;0.875
CZ07;2017;0.877;0.877
CZ07;2018;0.879;0.879
CZ07;2019;0.88;0.88
CZ07;2020;NA;0.895193095
CZ08;2009;0.83;0.83
CZ08;2010;0.839;0.839
CZ08;2011;0.843;0.843
CZ08;2012;0.84;0.84
CZ08;2013;0.86;0.86
CZ08;2014;0.864;0.864
CZ08;2015;0.867;0.867
CZ08;2016;0.861;0.861
CZ08;2017;0.862;0.862
CZ08;2018;0.858;0.858
CZ08;2019;0.856;0.856
CZ08;2020;NA;0.868204763
DE11;2009;0.847258628;0.847258628
DE11;2010;0.854206295;0.854206295
DE11;2011;0.851949764;0.851949764
DE11;2012;0.854332645;0.854332645
DE11;2013;0.857500998;0.857500998
DE11;2014;0.838600471;0.838600471
DE11;2015;0.849429544;0.849429544
DE11;2016;0.851899602;0.851899602
DE11;2017;0.850414735;0.850414735
DE11;2018;0.850722043;0.850722043
DE11;2019;0.856492;0.856492
DE11;2020;NA;0.849818441
DE12;2009;0.842818424;0.842818424
DE12;2010;0.847790291;0.847790291
DE12;2011;0.852408207;0.852408207
DE12;2012;0.853651121;0.853651121
DE12;2013;0.847614125;0.847614125
DE12;2014;0.834214366;0.834214366
DE12;2015;0.843176423;0.843176423
DE12;2016;0.847281937;0.847281937
DE12;2017;0.843796824;0.843796824
DE12;2018;0.839298466;0.839298466
DE12;2019;0.84878726;0.84878726
DE12;2020;NA;0.845220845
DE13;2009;0.820954268;0.820954268
DE13;2010;0.816187578;0.816187578
DE13;2011;0.838160972;0.838160972
DE13;2012;0.841803552;0.841803552
DE13;2013;0.837287506;0.837287506
DE13;2014;0.819856633;0.819856633
DE13;2015;0.824307506;0.824307506
DE13;2016;0.830373816;0.830373816
DE13;2017;0.829749573;0.829749573
DE13;2018;0.826295423;0.826295423
DE13;2019;0.836176067;0.836176067
DE13;2020;NA;0.839058053
DE14;2009;0.842818424;0.842818424
DE14;2010;0.852335106;0.852335106
DE14;2011;0.850118404;0.850118404
DE14;2012;0.854717814;0.854717814
DE14;2013;0.860819903;0.860819903
DE14;2014;0.837142831;0.837142831
DE14;2015;0.839995087;0.839995087
DE14;2016;0.839961759;0.839961759
DE14;2017;0.84100892;0.84100892
DE14;2018;0.834658497;0.834658497
DE14;2019;0.842179163;0.842179163
DE14;2020;NA;0.830120484
DE21;2009;0.850044467;0.850044467
DE21;2010;0.856581326;0.856581326
DE21;2011;0.85965257;0.85965257
DE21;2012;0.868357918;0.868357918
DE21;2013;0.874476323;0.874476323
DE21;2014;0.867903732;0.867903732
DE21;2015;0.871944249;0.871944249
DE21;2016;0.877266338;0.877266338
DE21;2017;0.884954641;0.884954641
DE21;2018;0.893186711;0.893186711
DE21;2019;0.8887293;0.8887293
DE21;2020;NA;0.894718887
DE22;2009;0.777323773;0.777323773
DE22;2010;0.773471306;0.773471306
DE22;2011;0.776798308;0.776798308
DE22;2012;0.779035494;0.779035494
DE22;2013;0.789476981;0.789476981
DE22;2014;0.790122907;0.790122907
DE22;2015;0.788339801;0.788339801
DE22;2016;0.792208683;0.792208683
DE22;2017;0.79196224;0.79196224
DE22;2018;0.786148715;0.786148715
DE22;2019;0.794332879;0.794332879
DE22;2020;NA;0.801654849
DE23;2009;0.777238071;0.777238071
DE23;2010;0.773060033;0.773060033
DE23;2011;0.779008535;0.779008535
DE23;2012;0.80256451;0.80256451
DE23;2013;0.809111912;0.809111912
DE23;2014;0.810826881;0.810826881
DE23;2015;0.80953697;0.80953697
DE23;2016;0.807721832;0.807721832
DE23;2017;0.804485851;0.804485851
DE23;2018;0.798148218;0.798148218
DE23;2019;0.809344695;0.809344695
DE23;2020;NA;0.814582583
DE24;2009;0.794485912;0.794485912
DE24;2010;0.780989035;0.780989035
DE24;2011;0.811666164;0.811666164
DE24;2012;0.80256451;0.80256451
DE24;2013;0.803843028;0.803843028
DE24;2014;0.806797781;0.806797781
DE24;2015;0.801365551;0.801365551
DE24;2016;0.799139586;0.799139586
DE24;2017;0.806698104;0.806698104
DE24;2018;0.797246436;0.797246436
DE24;2019;0.809344695;0.809344695
DE24;2020;NA;0.80125075
DE25;2009;0.814174499;0.814174499
DE25;2010;0.827653165;0.827653165
DE25;2011;0.836731818;0.836731818
DE25;2012;0.844661628;0.844661628
DE25;2013;0.830159832;0.830159832
DE25;2014;0.823845851;0.823845851
DE25;2015;0.828124391;0.828124391
DE25;2016;0.832517025;0.832517025
DE25;2017;0.836521054;0.836521054
DE25;2018;0.835430476;0.835430476
DE25;2019;0.836176067;0.836176067
DE25;2020;NA;0.835607351
DE26;2009;0.805973623;0.805973623
DE26;2010;0.833725405;0.833725405
DE26;2011;0.816953132;0.816953132
DE26;2012;0.830505526;0.830505526
DE26;2013;0.825429335;0.825429335
DE26;2014;0.813341078;0.813341078
DE26;2015;0.819933911;0.819933911
DE26;2016;0.82067864;0.82067864
DE26;2017;0.822964485;0.822964485
DE26;2018;0.811804504;0.811804504
DE26;2019;0.823874913;0.823874913
DE26;2020;NA;0.815917658
DE27;2009;0.783066894;0.783066894
DE27;2010;0.783080244;0.783080244
DE27;2011;0.809910395;0.809910395
DE27;2012;0.790174352;0.790174352
DE27;2013;0.804687003;0.804687003
DE27;2014;0.810826881;0.810826881
DE27;2015;0.812817996;0.812817996
DE27;2016;0.805569894;0.805569894
DE27;2017;0.812829458;0.812829458
DE27;2018;0.807556532;0.807556532
DE27;2019;0.81883991;0.81883991
DE27;2020;NA;0.822942959
DE30;2009;0.855453081;0.855453081
DE30;2010;0.86325737;0.86325737
DE30;2011;0.871661468;0.871661468
DE30;2012;0.872425632;0.872425632
DE30;2013;0.874251868;0.874251868
DE30;2014;0.863435768;0.863435768
DE30;2015;0.869710869;0.869710869
DE30;2016;0.880369342;0.880369342
DE30;2017;0.889310764;0.889310764
DE30;2018;0.898347064;0.898347064
DE30;2019;0.89915759;0.89915759
DE30;2020;NA;0.897413092
DE40;2009;0.848527112;0.848527112
DE40;2010;0.854206295;0.854206295
DE40;2011;0.852750036;0.852750036
DE40;2012;0.848373228;0.848373228
DE40;2013;0.839810681;0.839810681
DE40;2014;0.823348208;0.823348208
DE40;2015;0.824307506;0.824307506
DE40;2016;0.82067864;0.82067864
DE40;2017;0.818449177;0.818449177
DE40;2018;0.817030649;0.817030649
DE40;2019;0.823874913;0.823874913
DE40;2020;NA;0.813357495
DE50;2009;0.781787186;0.781787186
DE50;2010;0.79963083;0.79963083
DE50;2011;0.845567034;0.845567034
DE50;2012;0.819887475;0.819887475
DE50;2013;0.807304522;0.807304522
DE50;2014;0.817354899;0.817354899
DE50;2015;0.816102204;0.816102204
DE50;2016;0.822838089;0.822838089
DE50;2017;0.826922174;0.826922174
DE50;2018;0.818396265;0.818396265
DE50;2019;0.823874913;0.823874913
DE50;2020;NA;0.82683452
DE60;2009;0.843991935;0.843991935
DE60;2010;0.854467346;0.854467346
DE60;2011;0.847522205;0.847522205
DE60;2012;0.853789607;0.853789607
DE60;2013;0.851836216;0.851836216
DE60;2014;0.851956224;0.851956224
DE60;2015;0.861828472;0.861828472
DE60;2016;0.868077891;0.868077891
DE60;2017;0.866804057;0.866804057
DE60;2018;0.877042253;0.877042253
DE60;2019;0.87222313;0.87222313
DE60;2020;NA;0.87186745
DE71;2009;0.840744508;0.840744508
DE71;2010;0.853204253;0.853204253
DE71;2011;0.851399071;0.851399071
DE71;2012;0.854550139;0.854550139
DE71;2013;0.857500998;0.857500998
DE71;2014;0.844382731;0.844382731
DE71;2015;0.84891484;0.84891484
DE71;2016;0.852914772;0.852914772
DE71;2017;0.860076614;0.860076614
DE71;2018;0.859240148;0.859240148
DE71;2019;0.85940237;0.85940237
DE71;2020;NA;0.857622346
DE72;2009;0.796890537;0.796890537
DE72;2010;0.80284624;0.80284624
DE72;2011;0.823918868;0.823918868
DE72;2012;0.845504432;0.845504432
DE72;2013;0.834682101;0.834682101
DE72;2014;0.813843453;0.813843453
DE72;2015;0.821575035;0.821575035
DE72;2016;0.825534264;0.825534264
DE72;2017;0.828053239;0.828053239
DE72;2018;0.812436574;0.812436574
DE72;2019;0.823874913;0.823874913
DE72;2020;NA;0.830714422
DE73;2009;0.778342354;0.778342354
DE73;2010;0.774306614;0.774306614
DE73;2011;0.787857818;0.787857818
DE73;2012;0.783943422;0.783943422
DE73;2013;0.805545841;0.805545841
DE73;2014;0.797208711;0.797208711
DE73;2015;0.799194113;0.799194113
